id,category_id,gender,min_age,max_age
3400,69,female,35,44
3401,408,female,35,44
3402,408,female,35,44
3403,408,female,35,44
3405,408,female,55,64
3406,408,female,35,44
3407,408,female,25,34
3409,408,female,18,24
3410,408,female,35,44
3415,408,female,35,44
3416,408,female,18,24
3425,408,female,35,44
3426,408,female,45,54
3422,408,female,45,54
3423,408,female,25,34
3434,408,female,55,64
3418,408,female,25,34
3420,408,female,35,44
3421,408,female,18,24
3433,408,female,35,44
3427,408,female,45,54
3429,408,female,25,34
3432,408,female,18,24
3436,408,female,25,34
3437,408,female,55,64
3438,408,female,25,34
3440,408,female,35,44
3442,408,female,18,24
3443,408,female,35,44
3445,408,female,25,34
3448,408,female,25,34
3449,409,female,18,24
3462,408,female,35,44
3468,408,female,35,44
3470,408,female,45,54
3473,408,female,45,54
3474,408,female,45,54
3476,408,female,25,34
3477,408,female,35,44
3480,408,female,35,44
3481,408,female,35,44
3482,408,female,35,44
3483,408,female,45,54
3484,408,female,25,34
3486,408,female,35,44
3487,408,female,25,34
3488,408,female,18,24
3490,408,female,25,34
3496,408,female,25,34
3497,408,female,25,34
3499,408,female,18,24
3500,408,female,18,24
3501,408,female,45,54
3502,69,female,45,54
3503,408,female,18,24
3506,408,female,35,44
3507,408,female,25,34
3508,408,female,25,34
3509,408,female,25,34
3510,408,female,35,44
3514,408,female,18,24
3516,63,female,35,44
3517,408,female,25,34
3521,408,female,25,34
3522,408,female,25,34
3524,69,female,25,34
3526,69,female,18,24
3528,408,female,35,44
3530,408,female,25,34
3531,408,female,11,17
3533,408,female,55,64
3534,69,female,35,44
3535,69,female,35,44
3536,408,female,45,54
3538,408,female,35,44
3539,83,female,25,34
3541,408,female,45,54
3544,63,female,35,44
3550,408,female,35,44
3551,408,female,25,34
3553,408,female,18,24
3555,410,female,18,24
3558,408,female,25,34
3562,408,female,45,54
3563,408,female,35,44
3564,408,female,35,44
3565,408,female,18,24
3568,408,female,45,54
3569,408,female,18,24
3571,408,female,25,34
3574,408,female,35,44
3576,408,female,45,54
3577,69,female,45,54
3582,408,female,25,34
3590,408,female,45,54
3595,83,female,25,34
3597,408,female,45,54
3598,408,female,25,34
3606,408,female,25,34
3612,408,female,35,44
3613,408,female,25,34
3616,408,female,45,54
3618,408,female,45,54
3623,411,female,55,64
3627,408,female,45,54
3634,69,female,18,24
3637,408,female,25,34
3640,408,female,18,24
3641,83,female,25,34
3642,83,female,55,64
3644,408,female,35,44
3645,408,female,18,24
3647,411,female,45,54
3654,83,female,45,54
3655,408,female,35,44
3656,411,female,55,64
3658,69,female,18,24
3660,83,female,35,44
3662,83,female,35,44
3668,83,female,35,44
3669,69,female,11,17
3670,69,female,35,44
3671,408,female,35,44
3673,409,female,35,44
3674,408,female,45,54
3682,69,female,25,34
3684,83,female,11,17
3685,408,female,18,24
3687,408,female,35,44
3689,83,female,25,34
3692,408,female,25,34
3707,408,female,35,44
3710,408,female,18,24
3717,69,female,45,54
3724,408,female,25,34
3706,408,female,45,54
3711,408,female,35,44
3721,408,female,25,34
3722,408,female,35,44
3714,408,female,35,44
3725,408,female,45,54
3727,408,female,25,34
3728,408,female,25,34
3729,408,female,18,24
3730,408,female,25,34
3733,408,female,35,44
3737,408,female,35,44
3738,408,female,35,44
3743,408,female,18,24
3754,83,female,25,34
3764,408,female,45,54
3771,408,female,35,44
3773,63,female,25,34
3776,408,female,25,34
3778,408,female,65,
3779,408,female,18,24
3781,69,female,18,24
3786,408,female,25,34
3789,408,female,25,34
3798,408,female,35,44
3802,408,female,18,24
3805,408,female,25,34
3806,408,female,45,54
3807,409,female,35,44
3808,408,female,35,44
3809,409,female,35,44
3812,409,female,25,34
3815,408,female,18,24
3828,63,female,25,34
3811,408,female,45,54
3820,408,female,25,34
3819,83,female,18,24
3831,408,female,35,44
3821,408,female,18,24
3830,69,female,25,34
3835,408,female,35,44
3838,408,female,18,24
3839,408,female,35,44
3840,408,female,55,64
3841,408,female,18,24
3843,408,female,35,44
3845,408,female,65,
3846,408,female,35,44
3847,69,female,25,34
3848,411,female,45,54
3849,408,female,45,54
3851,83,female,25,34
3857,409,female,18,24
3858,409,female,18,24
3861,408,female,45,54
3865,69,female,25,34
3866,408,female,45,54
3867,408,female,35,44
3868,408,female,18,24
3869,408,female,18,24
3870,408,female,35,44
3872,408,female,35,44
3878,69,female,25,34
3882,408,female,45,54
3883,408,female,45,54
3884,408,female,45,54
3885,408,female,45,54
3886,408,female,18,24
3887,408,female,18,24
3888,408,female,35,44
3889,408,female,35,44
3892,63,female,25,34
3893,408,female,25,34
3895,409,female,35,44
3900,408,female,35,44
3905,408,female,45,54
3907,408,female,25,34
3908,408,female,25,34
3909,408,female,45,54
3912,63,female,35,44
3913,83,female,18,24
3915,69,female,35,44
3917,69,female,35,44
3921,408,female,18,24
3918,63,female,35,44
3925,408,female,18,24
3929,409,female,25,34
3927,408,female,25,34
3924,69,female,25,34
3926,69,female,45,54
3930,408,female,25,34
3931,408,female,25,34
3932,408,female,25,34
3933,408,female,18,24
3936,69,female,25,34
3937,411,female,45,54
3939,409,female,25,34
3940,411,female,55,64
3941,408,female,25,34
3942,408,female,18,24
3943,408,female,25,34
3944,408,female,25,34
3946,69,female,0,1
3947,69,female,35,44
3949,408,female,25,34
3950,412,female,35,44
3953,69,female,0,1
3954,69,female,18,24
3955,69,female,35,44
3956,408,female,25,34
3957,69,female,25,34
3958,409,female,25,34
3960,408,female,35,44
3961,408,female,25,34
3962,408,female,25,34
3963,411,female,35,44
3965,411,female,35,44
3966,408,female,35,44
3967,408,female,25,34
3969,69,female,25,34
3970,69,female,25,34
3971,69,female,25,34
3972,411,female,55,64
3973,69,female,25,34
3977,69,female,25,34
3979,69,female,25,34
3981,69,female,65,
3982,411,female,55,64
3983,410,female,5,10
3988,69,female,25,34
3990,69,female,18,24
3991,411,female,55,64
3992,410,female,1,4
3993,69,female,35,44
3996,83,female,1,4
3999,408,female,35,44
4000,69,female,18,24
4002,69,female,25,34
4003,69,female,45,54
4004,408,female,45,54
4008,69,female,55,64
4009,69,female,11,17
4012,63,female,25,34
4014,408,female,25,34
4016,409,female,25,34
4017,408,female,25,34
4019,409,female,25,34
4029,69,female,25,34
4021,409,female,25,34
4024,63,female,25,34
4032,69,female,0,1
4037,409,female,25,34
4042,408,female,25,34
4045,83,female,11,17
4048,408,female,35,44
4049,69,female,35,44
4050,83,female,11,17
4051,408,female,45,54
4053,69,female,25,34
4054,411,female,55,64
4056,411,female,55,64
4058,409,female,25,34
4060,408,female,55,64
4061,411,female,65,
4064,69,female,25,34
4065,69,female,25,34
4071,69,female,45,54
4072,69,female,45,54
4073,410,female,18,24
4074,63,female,35,44
4077,408,female,25,34
4078,408,female,45,54
4079,408,female,45,54
4085,410,female,1,4
4088,69,female,45,54
4089,83,female,25,34
4090,408,female,25,34
4094,69,female,25,34
4095,69,female,45,54
4097,408,female,25,34
4098,409,female,55,64
4099,408,female,25,34
4101,408,female,18,24
4105,69,female,35,44
4107,69,female,25,34
4108,411,female,65,
4109,411,female,65,
4112,409,female,18,24
4113,409,female,18,24
4115,408,female,45,54
4118,408,female,25,34
4119,69,female,25,34
4122,408,female,25,34
4127,63,female,18,24
4129,69,female,25,34
4131,408,female,25,34
4132,83,female,25,34
4133,410,female,18,24
4136,411,female,65,
4137,410,female,11,17
4138,411,female,65,
4139,411,female,55,64
4141,408,female,45,54
4144,63,female,35,44
4147,408,female,35,44
4151,410,female,25,34
4153,408,female,25,34
4158,69,female,35,44
4162,408,female,25,34
4163,408,female,25,34
4165,408,female,25,34
4167,69,female,25,34
4168,69,female,18,24
4172,69,female,25,34
4176,63,female,25,34
4178,408,female,35,44
4180,83,female,11,17
4183,408,female,25,34
4187,408,female,18,24
4189,63,female,35,44
4191,69,female,18,24
4192,69,female,25,34
4197,69,female,25,34
4199,409,female,25,34
4202,408,female,25,34
4203,69,female,25,34
4210,69,female,25,34
4213,408,female,25,34
4204,408,female,25,34
4207,69,female,18,24
4214,69,female,18,24
4215,63,female,25,34
4205,69,female,25,34
4208,411,female,45,54
4216,409,female,35,44
4212,408,female,18,24
4219,408,female,18,24
4221,410,female,5,10
4222,63,female,18,24
4223,69,female,25,34
4224,409,female,25,34
4225,69,female,25,34
4226,63,female,35,44
4227,408,female,25,34
4229,69,female,18,24
4230,69,female,18,24
4234,411,female,55,64
4235,63,female,25,34
4236,63,female,25,34
4237,63,female,25,34
4238,69,female,45,54
4242,410,female,18,24
4246,69,female,25,34
4247,83,female,25,34
4248,411,female,55,64
4251,408,female,35,44
4252,69,female,25,34
4255,69,female,18,24
4256,410,female,1,4
4258,69,female,25,34
4260,411,female,45,54
4262,410,female,11,17
4264,408,female,25,34
4265,69,female,18,24
4266,411,female,55,64
4267,408,female,25,34
4268,408,female,25,34
4269,69,female,25,34
4270,408,female,25,34
4272,408,female,18,24
4273,69,female,18,24
4274,408,female,1,4
4275,408,female,25,34
4276,63,female,25,34
4278,69,female,25,34
4279,408,female,25,34
4283,63,female,25,34
4284,408,female,25,34
4286,408,female,25,34
4287,63,female,25,34
4290,69,female,35,44
4291,69,female,35,44
4294,408,female,18,24
4295,411,female,55,64
4296,410,female,25,34
4298,408,female,25,34
4299,408,female,18,24
4300,408,female,18,24
4302,63,female,25,34
4307,408,female,18,24
4308,408,female,18,24
4311,411,female,65,
4312,408,female,35,44
4313,69,female,25,34
4315,83,female,45,54
4316,69,female,35,44
4320,69,female,25,34
4321,69,female,25,34
4322,69,female,25,34
4323,408,female,25,34
4324,412,female,25,34
4325,69,female,25,34
4327,83,female,0,1
4328,408,female,25,34
4329,69,female,25,34
4330,69,female,25,34
4331,69,female,35,44
4333,408,female,18,24
4334,63,female,25,34
4335,83,female,25,34
4336,409,female,35,44
4337,411,female,55,64
4338,69,female,18,24
4339,69,female,25,34
4340,408,female,25,34
4342,411,female,45,54
4344,408,female,25,34
4346,408,female,35,44
4347,63,female,45,54
4348,411,female,65,
4351,409,female,35,44
4352,408,female,25,34
4354,409,female,35,44
4355,69,female,25,34
4358,408,female,25,34
4361,409,female,25,34
4362,408,female,18,24
4363,69,female,25,34
4365,408,female,25,34
4366,408,female,18,24
4368,411,female,65,
4370,409,female,25,34
4373,69,female,18,24
4376,63,female,25,34
4379,409,female,25,34
4380,409,female,25,34
4381,69,female,45,54
4383,69,female,25,34
4384,411,female,55,64
4385,411,female,55,64
4386,69,female,18,24
4387,408,female,35,44
4388,409,female,18,24
4394,69,female,18,24
4396,69,female,35,44
4397,69,female,35,44
4398,83,female,25,34
4399,69,female,25,34
4400,410,female,1,4
4406,408,female,35,44
4407,408,female,35,44
4408,408,female,35,44
4409,411,female,65,
4412,63,female,65,
4413,408,female,25,34
4414,408,female,18,24
4415,408,female,18,24
4417,411,female,55,64
4418,412,female,55,64
4421,63,female,25,34
4422,408,female,35,44
4427,411,female,65,
4428,410,female,18,24
4430,409,female,25,34
4431,409,female,25,34
4432,83,female,45,54
4433,411,female,55,64
4434,411,female,55,64
4435,69,female,25,34
4437,69,female,25,34
4438,411,female,45,54
4444,69,female,45,54
4445,411,female,55,64
4447,69,female,35,44
4449,408,female,25,34
4453,63,female,35,44
4454,409,female,25,34
4455,63,female,25,34
4457,411,female,65,
4458,411,female,55,64
4459,69,female,25,34
4460,69,female,18,24
4463,83,female,35,44
4469,410,female,1,4
4471,69,female,25,34
4473,411,female,65,
4476,410,female,25,34
4481,411,female,65,
4484,408,female,35,44
4487,408,female,25,34
4488,411,female,45,54
4491,83,female,35,44
4494,69,female,18,24
4495,69,female,35,44
4496,69,female,35,44
4499,69,female,25,34
4500,411,female,65,
4502,408,female,18,24
4505,411,female,35,44
4508,83,female,45,54
4510,69,female,25,34
4512,411,female,55,64
4513,69,female,25,34
4514,69,female,25,34
4520,411,female,45,54
4523,411,female,35,44
4525,69,female,35,44
4529,411,female,55,64
4532,411,female,65,
4533,69,female,25,34
4534,411,female,25,34
4535,411,female,55,64
4536,411,female,65,
4537,411,female,65,
4538,410,female,25,34
4545,411,female,65,
4546,411,female,65,
4554,69,female,35,44
4555,408,female,25,34
4556,411,female,45,54
4557,411,female,45,54
4558,411,female,45,54
4559,411,female,45,54
4560,69,female,0,1
4561,408,female,35,44
4562,408,female,18,24
4564,83,female,35,44
4565,69,female,35,44
4566,411,female,45,54
4567,410,female,25,34
4568,408,female,35,44
4570,69,female,25,34
4572,408,female,35,44
4573,408,female,18,24
4576,69,female,65,
4579,69,female,35,44
4574,408,female,55,64
4575,411,female,55,64
4577,408,female,35,44
4578,410,female,25,34
4584,411,female,55,64
4585,411,female,65,
4587,69,female,35,44
4588,69,female,35,44
4589,69,female,55,64
4590,409,female,35,44
4591,69,female,35,44
4592,408,female,25,34
4593,408,female,45,54
4594,410,female,55,64
4599,411,female,55,64
4603,409,female,18,24
4604,69,female,25,34
4605,411,female,65,
4606,411,female,65,
4607,408,female,25,34
4611,411,female,45,54
4612,411,female,65,
4613,408,female,25,34
4614,83,female,65,
4615,69,female,35,44
4616,69,female,25,34
4618,409,female,35,44
4619,408,female,35,44
4621,69,female,0,1
4624,411,female,65,
4625,411,female,65,
4626,408,female,35,44
4628,411,female,55,64
4629,411,female,55,64
4630,411,female,65,
4631,411,female,65,
4632,408,female,25,34
4636,83,female,35,44
4640,63,female,25,34
4643,411,female,65,
4644,408,female,25,34
4649,408,female,25,34
4653,408,female,25,34
4654,408,female,65,
4655,408,female,55,64
4657,411,female,55,64
4658,411,female,55,64
4659,83,female,35,44
4661,411,female,65,
4663,411,female,55,64
4664,411,female,65,
4665,411,female,55,64
4666,411,female,65,
4667,408,female,18,24
4668,411,female,55,64
4669,411,female,65,
4671,411,female,65,
4672,408,female,35,44
4673,69,female,25,34
4674,409,female,35,44
4675,411,female,25,34
4677,408,female,45,54
4678,411,female,55,64
4681,411,female,55,64
4682,410,female,55,64
4683,411,female,55,64
4684,411,female,45,54
4685,411,female,55,64
4686,408,female,25,34
4688,411,female,45,54
4689,408,female,25,34
4690,411,female,55,64
4692,411,female,65,
4694,411,female,55,64
4695,411,female,55,64
4696,409,female,55,64
4697,408,female,35,44
4698,411,female,65,
4700,69,female,18,24
4702,411,female,65,
4703,411,female,55,64
4704,411,female,55,64
4706,411,female,45,54
4708,411,female,55,64
4709,411,female,65,
4710,411,female,55,64
4713,411,female,55,64
4715,408,female,45,54
4717,411,female,65,
4718,411,female,55,64
4719,411,female,55,64
4720,411,female,45,54
4721,411,female,55,64
4722,411,female,65,
4723,411,female,45,54
4724,408,female,25,34
4725,411,female,45,54
4726,411,female,45,54
4728,409,female,25,34
4730,411,female,45,54
4731,411,female,35,44
4733,411,female,55,64
4734,411,female,45,54
4735,411,female,45,54
4736,408,female,35,44
4737,411,female,35,44
4738,411,female,35,44
4739,411,female,65,
4740,411,female,45,54
4741,69,female,25,34
4742,411,female,55,64
4743,411,female,45,54
4744,411,female,55,64
4745,408,female,45,54
4746,408,female,35,44
4747,411,female,55,64
4748,69,female,25,34
4750,408,female,25,34
4751,411,female,55,64
4752,411,female,65,
4753,411,female,65,
4754,411,female,55,64
4755,411,female,35,44
4756,411,female,45,54
4759,411,female,45,54
4757,408,female,25,34
4760,411,female,65,
4763,411,female,55,64
4764,411,female,65,
4766,411,female,55,64
4769,412,female,55,64
4770,69,female,25,34
4771,411,female,45,54
4773,411,female,55,64
4776,411,female,55,64
4777,408,female,25,34
4779,411,female,55,64
4780,408,female,25,34
4781,408,female,25,34
4782,408,female,35,44
4783,408,female,35,44
4784,411,female,45,54
4785,411,female,55,64
4787,408,female,35,44
4788,408,female,45,54
4789,408,female,25,34
4790,408,female,35,44
4792,408,female,25,34
4795,408,female,25,34
4797,411,female,65,
4806,411,female,55,64
4809,69,female,25,34
4811,69,female,25,34
4812,409,female,25,34
4813,409,female,35,44
4815,69,female,25,34
4816,69,female,35,44
4817,408,female,25,34
4820,63,female,25,34
4821,63,female,25,34
4822,63,female,25,34
4825,411,female,25,34
4826,69,female,35,44
4828,83,female,11,17
4829,408,female,35,44
4830,408,female,45,54
4832,83,female,5,10
4838,411,female,55,64
4839,411,female,55,64
4841,63,female,25,34
4842,408,female,55,64
4843,69,female,18,24
4845,411,female,45,54
4847,409,female,35,44
4848,83,female,0,1
4849,410,female,25,34
4850,410,female,25,34
4851,410,female,25,34
4852,411,female,65,
4853,411,female,55,64
4854,411,female,55,64
4858,411,female,45,54
4859,63,female,35,44
4862,409,female,45,54
4864,408,female,35,44
4867,69,female,25,34
4888,408,female,25,34
4889,411,female,35,44
4890,409,female,25,34
4892,408,female,35,44
4893,408,female,35,44
4894,408,female,25,34
4895,408,female,25,34
4896,408,female,35,44
4898,408,female,25,34
4899,408,female,35,44
4900,411,female,55,64
4901,408,female,18,24
4903,411,female,55,64
4904,408,female,18,24
4907,69,female,25,34
4912,69,female,25,34
4913,83,female,55,64
4914,411,female,55,64
4917,69,female,18,24
4920,411,female,65,
4921,410,female,5,10
4922,83,female,25,34
4923,410,female,18,24
4925,63,female,35,44
4927,409,female,1,4
4930,63,female,25,34
4931,411,female,45,54
4934,409,female,25,34
4936,408,female,35,44
4940,408,female,25,34
4941,411,female,55,64
4944,69,female,25,34
4949,69,female,35,44
4952,69,female,55,64
4956,408,female,25,34
4958,408,female,35,44
4962,83,female,65,
4966,408,female,25,34
4967,69,female,35,44
4972,411,female,65,
4973,411,female,65,
4974,411,female,65,
4975,411,female,65,
4981,83,female,25,34
4982,69,female,25,34
4991,69,female,25,34
5019,412,female,45,54
5044,408,female,25,34
5048,411,female,45,54
5055,69,female,25,34
5075,410,female,5,10
778,83,female,35,44
786,408,female,25,34
835,411,female,55,64
894,411,female,65,
906,410,female,5,10
972,83,female,55,64
1134,411,female,55,64
1235,411,female,55,64
1305,411,female,55,64
1427,408,female,25,34
1436,83,female,45,54
1637,410,female,18,24
1644,83,female,18,24
1727,411,female,55,64
1778,409,female,18,24
1804,408,female,18,24
1857,411,female,55,64
1906,69,female,55,64
1951,69,female,35,44
2006,411,female,55,64
2014,83,female,45,54
2092,408,female,25,34
2117,411,female,65,
2124,408,female,35,44
2130,63,female,45,54
2158,410,female,35,44
2170,408,female,45,54
2182,409,female,45,54
2239,69,female,55,64
2246,63,female,25,34
2317,408,female,25,34
2330,411,female,0,1
2362,408,female,35,44
341,73,male,0,1
392,60,male,25,34
299,73,male,25,34
300,73,male,25,34
408,66,male,55,64
5082,408,male,25,34
5079,409,male,25,34
5073,83,male,35,44
5070,408,male,35,44
5066,408,male,25,34
5063,408,male,35,44
5061,411,male,45,54
5057,411,male,55,64
5059,411,male,55,64
5052,408,male,35,44
5049,408,male,25,34
5042,408,male,35,44
5043,410,male,11,17
5039,408,male,18,24
5038,411,male,65,
5036,411,male,65,
5023,408,male,35,44
5018,408,male,35,44
5016,69,male,0,1
5015,410,male,1,4
4995,408,male,35,44
5012,411,male,55,64
4990,408,male,35,44
4989,408,male,35,44
4979,412,male,65,
4971,411,male,55,64
4993,409,male,25,34
4994,409,male,25,34
4960,408,male,25,34
4954,411,male,55,64
4951,408,male,35,44
4874,408,male,35,44
4857,408,male,18,24
4638,408,male,25,34
4650,411,male,18,24
4623,408,male,35,44
4608,69,male,25,34
4582,409,male,25,34
4583,412,male,25,34
4798,63,male,25,34
4799,411,male,25,34
4800,63,male,25,34
4801,409,male,25,34
4802,411,male,25,34
4833,409,male,18,24
4540,408,male,35,44
4517,409,male,25,34
4791,408,male,25,34
4489,411,male,55,64
4482,408,male,25,34
4478,408,male,25,34
5034,408,male,35,44
4474,63,male,35,44
5081,408,male,35,44
4980,411,male,55,64
4887,408,male,35,44
4977,408,male,35,44
4978,411,male,65,
4441,408,male,35,44
4466,408,male,25,34
4377,409,male,5,10
4378,411,male,65,
4420,411,male,65,
4485,409,male,18,24
4548,408,male,25,34
4550,411,male,5,10
4551,408,male,18,24
4552,409,male,18,24
4553,408,male,18,24
4522,412,male,18,24
4160,408,male,25,34
4124,410,male,11,17
4046,408,male,45,54
4047,408,male,45,54
4039,408,male,35,44
3998,408,male,35,44
3976,408,male,25,34
3894,408,male,25,34
3874,408,male,35,44
3854,411,male,55,64
3783,408,male,25,34
3766,83,male,25,34
3752,408,male,25,34
3699,408,male,18,24
3686,408,male,18,24
3676,408,male,25,34
3650,408,male,25,34
3649,408,male,35,44
3630,408,male,35,44
3626,408,male,25,34
3589,408,male,18,24
3525,408,male,35,44
3464,408,male,55,64
3463,408,male,45,54
3455,408,male,45,54
3452,408,male,35,44
3367,408,male,25,34
3258,408,male,18,24
3125,408,male,35,44
3110,408,male,55,64
3106,408,male,35,44
3036,408,male,18,24
3017,408,male,25,34
3009,408,male,18,24
2988,408,male,35,44
2983,408,male,45,54
2977,408,male,25,34
2968,408,male,35,44
2955,408,male,25,34
2924,408,male,35,44
2886,408,male,25,34
2827,408,male,35,44
2791,408,male,25,34
2772,408,male,35,44
2759,408,male,35,44
2750,408,male,45,54
2726,408,male,25,34
2703,408,male,55,64
2700,408,male,35,44
2691,408,male,35,44
2689,408,male,35,44
2690,408,male,35,44
2664,408,male,35,44
2659,408,male,35,44
2648,408,male,45,54
2638,408,male,35,44
3948,83,male,35,44
2631,408,male,35,44
2627,408,male,35,44
2613,408,male,45,54
2568,408,male,35,44
2564,408,male,25,34
2552,408,male,35,44
2548,408,male,35,44
2543,408,male,25,34
2532,408,male,35,44
2519,408,male,35,44
2483,408,male,35,44
2385,408,male,25,34
2386,69,male,25,34
2244,409,male,11,17
2195,408,male,55,64
2103,408,male,45,54
2075,69,male,25,34
2062,408,male,55,64
2009,408,male,55,64
1985,410,male,25,34
1880,409,male,25,34
1821,408,male,25,34
1817,408,male,35,44
1824,411,male,65,
1790,411,male,55,64
1791,408,male,25,34
1780,410,male,0,1
1772,408,male,25,34
1977,83,male,55,64
1993,408,male,25,34
2123,83,male,55,64
1768,411,male,65,
1734,410,male,25,34
1714,408,male,25,34
1674,410,male,11,17
1676,408,male,35,44
1602,408,male,25,34
1564,410,male,25,34
1547,408,male,25,34
1533,408,male,45,54
1495,408,male,35,44
1444,408,male,35,44
1445,408,male,35,44
1446,410,male,11,17
1403,408,male,25,34
1404,408,male,25,34
1333,408,male,45,54
1334,408,male,45,54
1335,408,male,45,54
1336,408,male,45,54
1337,408,male,55,64
1331,408,male,35,44
1280,408,male,18,24
1437,83,male,1,4
1438,408,male,35,44
1439,411,male,55,64
1239,69,male,18,24
1146,408,male,35,44
1147,408,male,35,44
1148,408,male,35,44
1149,408,male,35,44
1145,408,male,35,44
1135,408,male,35,44
1106,411,male,65,
1108,408,male,35,44
1080,409,male,35,44
1101,411,male,65,
1843,411,male,65,
1057,408,male,35,44
1045,408,male,45,54
1046,408,male,45,54
1037,408,male,35,44
1025,409,male,45,54
1010,410,male,5,10
1007,83,male,11,17
991,409,male,35,44
970,410,male,1,4
954,411,male,55,64
949,408,male,35,44
883,408,male,35,44
873,408,male,35,44
1577,411,male,55,64
812,408,male,35,44
797,408,male,35,44
751,410,male,11,17
754,408,male,35,44
679,408,male,18,24
1048,408,male,18,24
676,60,male,25,34
1330,408,male,25,34
645,69,male,35,44
636,68,male,25,34
2156,411,male,65,
2157,408,male,25,34
620,60,male,25,34
610,60,male,25,34
611,60,male,25,34
606,63,male,45,54
584,73,male,35,44
524,61,male,11,17
525,76,male,11,17
482,73,male,65,
483,73,male,65,
450,61,male,25,34
428,73,male,25,34
401,66,male,55,64
326,60,male,25,34
327,61,male,25,34
291,61,male,25,34
462,69,male,25,34
256,66,male,55,64
254,73,male,25,34
260,61,male,35,44
305,66,male,55,64
236,67,male,45,54
429,67,male,55,64
435,61,male,18,24
172,73,male,45,54
152,73,male,35,44
106,60,male,25,34
111,83,male,65,
667,67,male,65,
1200,408,male,25,34
216,69,male,18,24
99,60,male,25,34
94,76,male,1,4
138,66,male,65,
1452,409,male,25,34
1632,408,male,35,44
1636,408,male,35,44
2112,63,male,35,44
2367,412,male,35,44
2414,408,male,35,44
4293,63,male,35,44
4196,408,male,35,44
4509,408,male,25,34
680,408,male,25,34
681,69,male,25,34
682,408,male,25,34
683,411,male,25,34
685,410,male,25,34
686,411,male,35,44
687,411,male,45,54
689,408,male,35,44
694,408,male,25,34
695,63,male,45,54
696,63,male,35,44
698,408,male,18,24
702,69,male,25,34
704,69,male,35,44
705,63,male,25,34
708,411,male,45,54
709,411,male,55,64
711,69,male,35,44
715,412,male,65,
716,412,male,65,
717,411,male,55,64
720,63,male,35,44
723,412,male,55,64
724,63,male,55,64
725,63,male,65,
726,412,male,55,64
729,412,male,65,
735,83,male,25,34
740,408,male,35,44
741,408,male,35,44
742,408,male,35,44
744,408,male,45,54
767,408,male,25,34
749,408,male,45,54
750,411,male,55,64
752,408,male,25,34
753,408,male,25,34
757,408,male,35,44
760,408,male,45,54
761,408,male,55,64
765,408,male,25,34
766,408,male,25,34
770,408,male,35,44
772,408,male,65,
773,408,male,65,
774,409,male,25,34
775,409,male,25,34
779,69,male,5,10
780,69,male,18,24
782,408,male,45,54
785,63,male,25,34
792,409,male,25,34
793,410,male,11,17
847,408,male,35,44
848,408,male,25,34
849,408,male,25,34
800,408,male,35,44
802,408,male,25,34
804,408,male,25,34
805,408,male,25,34
806,408,male,35,44
807,408,male,25,34
808,410,male,11,17
809,408,male,25,34
810,408,male,25,34
811,408,male,35,44
851,408,male,25,34
816,408,male,25,34
818,411,male,65,
819,408,male,35,44
820,408,male,35,44
823,411,male,55,64
824,408,male,35,44
825,408,male,35,44
827,408,male,45,54
830,408,male,45,54
832,411,male,55,64
833,408,male,45,54
837,409,male,55,64
852,408,male,25,34
846,83,male,1,4
854,411,male,55,64
855,411,male,65,
856,411,male,65,
857,411,male,65,
858,83,male,0,1
861,408,male,25,34
862,408,male,35,44
865,408,male,35,44
868,408,male,45,54
869,410,male,1,4
872,408,male,35,44
879,408,male,35,44
888,408,male,35,44
874,410,male,5,10
877,408,male,35,44
878,408,male,35,44
876,408,male,35,44
880,408,male,35,44
884,408,male,45,54
886,410,male,1,4
887,408,male,45,54
891,408,male,35,44
893,409,male,45,54
895,408,male,45,54
898,410,male,5,10
902,408,male,35,44
905,408,male,35,44
908,408,male,35,44
909,83,male,65,
910,408,male,35,44
956,408,male,35,44
913,410,male,11,17
915,408,male,35,44
918,409,male,25,34
920,408,male,35,44
922,411,male,65,
925,408,male,25,34
926,69,male,25,34
928,408,male,45,54
957,410,male,25,34
933,410,male,5,10
937,408,male,45,54
938,409,male,25,34
940,408,male,35,44
941,408,male,25,34
942,408,male,35,44
943,408,male,35,44
944,409,male,45,54
946,410,male,11,17
948,408,male,35,44
953,408,male,35,44
959,408,male,25,34
955,408,male,35,44
960,412,male,55,64
962,411,male,55,64
964,408,male,25,34
965,408,male,35,44
971,408,male,35,44
978,408,male,25,34
981,408,male,35,44
985,408,male,35,44
987,408,male,25,34
988,408,male,25,34
1049,409,male,35,44
992,408,male,18,24
993,411,male,65,
996,408,male,25,34
997,408,male,35,44
1000,408,male,25,34
1002,409,male,18,24
1003,408,male,35,44
1005,69,male,35,44
1006,408,male,25,34
1011,408,male,35,44
1013,410,male,0,1
1014,410,male,1,4
1017,408,male,18,24
1018,408,male,25,34
1022,408,male,25,34
1024,410,male,1,4
1026,409,male,45,54
1027,411,male,65,
1028,408,male,35,44
1030,408,male,35,44
1031,408,male,45,54
1032,69,male,35,44
1033,411,male,55,64
1038,408,male,25,34
1043,411,male,35,44
1053,411,male,55,64
1065,408,male,25,34
1071,408,male,25,34
1074,410,male,5,10
1075,410,male,0,1
1077,408,male,25,34
1079,409,male,25,34
1076,409,male,25,34
1078,409,male,35,44
1083,411,male,55,64
1086,408,male,25,34
1088,408,male,35,44
1090,408,male,35,44
1091,408,male,35,44
1093,408,male,25,34
1094,408,male,35,44
1095,411,male,65,
1102,408,male,45,54
1105,408,male,25,34
