id,category_id,gender,min_age,max_age
1109,408,male,25,34
1110,408,male,25,34
1111,408,male,25,34
1112,408,male,25,34
1115,410,male,5,10
1116,411,male,65,
1117,410,male,11,17
1118,408,male,25,34
1121,408,male,25,34
1124,408,male,35,44
1125,408,male,35,44
1126,408,male,35,44
1128,409,male,25,34
1130,412,male,65,
1131,410,male,1,4
1132,408,male,25,34
1137,408,male,45,54
1140,408,male,25,34
1142,408,male,35,44
1144,408,male,35,44
1153,63,male,35,44
1154,63,male,35,44
1156,408,male,25,34
1172,63,male,25,34
1166,411,male,55,64
1168,408,male,35,44
1173,63,male,25,34
1177,63,male,45,54
1178,410,male,1,4
1181,69,male,35,44
1183,408,male,45,54
1184,409,male,45,54
1186,408,male,35,44
1195,408,male,35,44
1185,408,male,25,34
1191,408,male,35,44
1180,69,male,35,44
1192,63,male,35,44
1193,63,male,45,54
1197,69,male,25,34
1199,411,male,55,64
1260,83,male,65,
1262,408,male,45,54
1210,408,male,65,
1211,410,male,25,34
1263,408,male,45,54
1216,69,male,25,34
1219,408,male,25,34
1222,411,male,55,64
1223,409,male,25,34
1225,411,male,55,64
1227,63,male,35,44
1228,410,male,25,34
1265,408,male,25,34
1233,408,male,25,34
1236,410,male,5,10
1237,69,male,18,24
1242,410,male,25,34
1244,411,male,55,64
1247,411,male,55,64
1252,411,male,45,54
1253,411,male,45,54
1268,411,male,65,
1269,408,male,35,44
1270,408,male,35,44
1271,408,male,35,44
1272,408,male,25,34
1273,410,male,11,17
1275,410,male,25,34
1276,83,male,0,1
1278,83,male,11,17
1279,408,male,35,44
1281,410,male,25,34
1282,409,male,25,34
1292,408,male,55,64
1295,83,male,45,54
1296,83,male,45,54
1297,83,male,45,54
1301,83,male,11,17
1306,408,male,35,44
1307,408,male,25,34
1310,412,male,65,
1313,408,male,55,64
1317,69,male,45,54
1318,411,male,45,54
1319,408,male,25,34
1320,409,male,25,34
1321,408,male,35,44
1322,408,male,35,44
1323,408,male,25,34
1327,408,male,35,44
1365,411,male,55,64
1339,411,male,55,64
1366,408,male,35,44
1347,411,male,55,64
1348,411,male,65,
1350,409,male,18,24
1351,63,male,45,54
1353,411,male,55,64
1354,408,male,25,34
1359,408,male,45,54
1362,408,male,25,34
1369,408,male,25,34
1370,408,male,55,64
1371,411,male,65,
1372,408,male,35,44
1373,408,male,55,64
1374,408,male,35,44
1375,408,male,35,44
1377,408,male,25,34
1378,69,male,35,44
1380,410,male,18,24
1381,408,male,35,44
1382,408,male,35,44
1383,410,male,11,17
1385,408,male,45,54
1388,408,male,35,44
1391,408,male,18,24
1395,69,male,45,54
1398,63,male,45,54
1399,83,male,45,54
1400,63,male,35,44
1401,408,male,25,34
1448,410,male,5,10
1408,410,male,25,34
1409,408,male,35,44
1410,411,male,45,54
1412,411,male,45,54
1413,411,male,45,54
1414,408,male,25,34
1416,408,male,25,34
1417,411,male,55,64
1418,63,male,35,44
1419,411,male,55,64
1421,411,male,55,64
1422,412,male,65,
1423,409,male,25,34
1426,411,male,45,54
1428,63,male,55,64
1429,408,male,35,44
1434,411,male,55,64
1441,411,male,45,54
1442,63,male,25,34
1449,408,male,35,44
1457,69,male,25,34
1458,408,male,45,54
1459,411,male,65,
1461,409,male,35,44
1462,408,male,25,34
1463,408,male,18,24
1468,409,male,35,44
1469,411,male,65,
1470,409,male,25,34
1474,408,male,35,44
1475,408,male,25,34
1476,408,male,25,34
1477,408,male,35,44
1478,408,male,35,44
1479,408,male,35,44
1481,409,male,25,34
1482,409,male,18,24
1483,411,male,65,
1486,408,male,25,34
1487,408,male,25,34
1489,408,male,25,34
1494,63,male,25,34
1496,412,male,65,
1499,411,male,45,54
1500,69,male,25,34
1503,83,male,0,1
1505,408,male,35,44
1507,408,male,25,34
1509,408,male,25,34
1543,408,male,35,44
1516,408,male,35,44
1519,408,male,45,54
1521,408,male,25,34
1525,408,male,35,44
1530,408,male,25,34
1532,69,male,25,34
1544,408,male,25,34
1537,408,male,55,64
1538,408,male,55,64
1539,408,male,35,44
1540,409,male,45,54
1550,408,male,25,34
1548,410,male,18,24
1552,63,male,25,34
1555,408,male,45,54
1560,408,male,25,34
1563,411,male,65,
1565,408,male,55,64
1568,408,male,35,44
1569,408,male,25,34
1572,409,male,25,34
1580,408,male,55,64
1581,408,male,35,44
1587,410,male,18,24
1588,69,male,0,1
1589,408,male,55,64
1591,410,male,25,34
1592,408,male,25,34
1593,408,male,45,54
1597,83,male,35,44
1599,408,male,35,44
1601,411,male,65,
1605,408,male,25,34
1607,411,male,65,
1609,408,male,25,34
1610,408,male,25,34
1615,69,male,25,34
1616,408,male,25,34
1618,408,male,25,34
1619,408,male,25,34
1621,408,male,18,24
1626,83,male,25,34
1630,410,male,11,17
1639,408,male,25,34
1641,411,male,45,54
1645,408,male,25,34
1647,410,male,35,44
1648,408,male,25,34
1650,408,male,25,34
1651,408,male,25,34
1652,408,male,25,34
1655,408,male,45,54
1656,408,male,45,54
1658,408,male,35,44
1660,408,male,35,44
1661,69,male,18,24
1668,410,male,11,17
1677,409,male,25,34
1678,412,male,55,64
1682,408,male,55,64
1683,408,male,35,44
1684,408,male,35,44
1723,409,male,35,44
1687,408,male,35,44
1691,408,male,25,34
1694,409,male,35,44
1695,83,male,35,44
1699,409,male,25,34
1702,409,male,25,34
1704,408,male,45,54
1706,408,male,55,64
1707,408,male,35,44
1709,69,male,18,24
1710,408,male,35,44
1715,410,male,18,24
1724,408,male,25,34
1716,410,male,11,17
1720,410,male,18,24
1721,408,male,35,44
1728,411,male,65,
1731,411,male,65,
1732,408,male,25,34
1735,409,male,45,54
1740,411,male,55,64
1742,411,male,65,
1757,411,male,65,
1747,408,male,25,34
1744,408,male,35,44
1746,408,male,25,34
1749,408,male,18,24
1751,408,male,35,44
1760,408,male,25,34
1763,408,male,25,34
1765,408,male,35,44
1766,410,male,11,17
1771,408,male,25,34
1773,408,male,35,44
1774,408,male,25,34
1775,408,male,35,44
1779,408,male,35,44
1784,408,male,18,24
1785,408,male,18,24
1786,408,male,25,34
1787,411,male,55,64
1789,408,male,18,24
1794,408,male,25,34
1795,408,male,25,34
1796,408,male,25,34
1800,69,male,25,34
1801,411,male,55,64
1802,408,male,5,10
1803,408,male,25,34
1812,408,male,35,44
1814,408,male,35,44
1829,409,male,18,24
1826,411,male,55,64
1831,408,male,35,44
1836,408,male,45,54
1838,408,male,18,24
1852,408,male,25,34
1847,408,male,25,34
1853,410,male,11,17
1855,410,male,18,24
1856,411,male,65,
1859,410,male,25,34
1869,408,male,55,64
1870,408,male,55,64
1871,408,male,55,64
1872,409,male,25,34
1878,408,male,55,64
1924,408,male,55,64
1881,411,male,65,
1884,408,male,45,54
1886,409,male,25,34
1891,408,male,25,34
1892,411,male,55,64
1893,409,male,18,24
1894,411,male,55,64
1895,408,male,25,34
1896,408,male,25,34
1897,408,male,25,34
1900,409,male,18,24
1903,408,male,55,64
1905,410,male,5,10
1907,69,male,35,44
1911,408,male,35,44
1913,408,male,25,34
1914,411,male,55,64
1915,408,male,25,34
1917,408,male,18,24
1918,411,male,55,64
1919,408,male,35,44
1921,408,male,25,34
1925,408,male,45,54
1928,408,male,45,54
1929,410,male,18,24
1930,410,male,18,24
1931,410,male,11,17
1935,408,male,55,64
1936,69,male,35,44
1942,408,male,18,24
1957,410,male,18,24
1939,408,male,55,64
1941,410,male,18,24
1947,408,male,45,54
1961,411,male,55,64
1940,83,male,11,17
1944,410,male,11,17
1952,408,male,35,44
1954,408,male,35,44
1956,410,male,11,17
1950,408,male,55,64
1965,408,male,45,54
1967,411,male,65,
1968,411,male,65,
1970,408,male,25,34
1971,410,male,18,24
1976,408,male,45,54
1978,409,male,18,24
1979,408,male,25,34
1980,63,male,45,54
1981,63,male,45,54
1982,408,male,55,64
1987,408,male,55,64
1988,408,male,45,54
1989,408,male,35,44
1990,408,male,35,44
1991,411,male,55,64
1992,408,male,35,44
1995,83,male,25,34
1996,411,male,65,
1999,410,male,11,17
2000,408,male,55,64
2001,408,male,25,34
2002,63,male,45,54
2003,63,male,18,24
2005,408,male,35,44
2028,63,male,55,64
2010,408,male,45,54
2012,408,male,35,44
2013,83,male,18,24
2016,83,male,45,54
2017,409,male,35,44
2022,69,male,35,44
2026,63,male,45,54
2032,409,male,45,54
2033,411,male,65,
2034,410,male,25,34
2038,412,male,65,
2039,409,male,25,34
2043,409,male,25,34
2044,410,male,35,44
2050,410,male,25,34
2052,408,male,25,34
2054,408,male,45,54
2058,410,male,11,17
2060,408,male,25,34
2061,63,male,18,24
2049,411,male,55,64
2051,408,male,45,54
2057,410,male,18,24
2059,408,male,25,34
2065,408,male,45,54
2053,63,male,18,24
2067,63,male,25,34
2070,409,male,25,34
2066,408,male,45,54
2072,408,male,45,54
2076,411,male,55,64
2077,408,male,35,44
2079,408,male,25,34
2080,408,male,25,34
2081,409,male,25,34
2082,408,male,45,54
2083,408,male,45,54
2084,408,male,35,44
2085,408,male,45,54
2086,409,male,25,34
2087,408,male,35,44
2088,408,male,35,44
2091,408,male,55,64
2093,408,male,35,44
2094,83,male,1,4
2095,408,male,25,34
2096,408,male,25,34
2098,411,male,55,64
2099,409,male,25,34
2100,408,male,25,34
2102,408,male,35,44
2104,412,male,65,
2107,408,male,45,54
2109,408,male,25,34
2110,63,male,35,44
2114,408,male,25,34
2116,408,male,25,34
2118,408,male,35,44
2119,411,male,55,64
2120,69,male,18,24
2122,408,male,45,54
2131,410,male,18,24
2132,408,male,45,54
2133,408,male,25,34
2134,408,male,55,64
2138,411,male,65,
2140,408,male,35,44
2142,408,male,55,64
2146,408,male,45,54
2147,408,male,45,54
2148,408,male,25,34
2149,83,male,11,17
2150,408,male,25,34
2153,83,male,25,34
2154,412,male,65,
2155,410,male,25,34
2160,408,male,55,64
2164,411,male,25,34
2171,408,male,25,34
2172,411,male,55,64
2173,408,male,25,34
2174,408,male,25,34
2175,408,male,65,
2176,408,male,65,
2177,411,male,65,
2178,408,male,65,
2180,411,male,35,44
2181,408,male,45,54
2186,411,male,65,
2187,411,male,65,
2228,408,male,45,54
2191,411,male,65,
2193,408,male,55,64
2196,408,male,25,34
2197,408,male,35,44
2199,83,male,55,64
2200,408,male,25,34
2201,410,male,18,24
2202,63,male,65,
2205,408,male,55,64
2206,408,male,65,
2207,409,male,55,64
2208,408,male,55,64
2209,408,male,55,64
2212,410,male,25,34
2213,410,male,35,44
2216,408,male,35,44
2217,408,male,35,44
2219,411,male,65,
2220,408,male,45,54
2221,408,male,55,64
2222,410,male,18,24
2223,408,male,45,54
2225,410,male,11,17
2232,83,male,18,24
2233,408,male,55,64
2234,408,male,25,34
2236,408,male,65,
2237,410,male,25,34
2238,83,male,45,54
2242,410,male,11,17
2243,69,male,55,64
2254,408,male,45,54
2248,408,male,25,34
2252,411,male,65,
2249,408,male,45,54
2251,408,male,25,34
2256,408,male,45,54
2257,409,male,25,34
2258,408,male,55,64
2259,408,male,35,44
2260,409,male,11,17
2261,69,male,25,34
2262,408,male,35,44
2265,63,male,45,54
2269,63,male,25,34
2271,408,male,18,24
2272,408,male,18,24
2273,69,male,18,24
2276,408,male,25,34
2278,69,male,0,1
2279,410,male,5,10
2281,408,male,35,44
2282,408,male,35,44
2287,69,male,35,44
2288,408,male,25,34
2290,410,male,35,44
2297,408,male,25,34
2302,411,male,55,64
2303,408,male,18,24
2305,408,male,25,34
2307,408,male,35,44
2309,63,male,35,44
2313,408,male,25,34
2319,408,male,35,44
2323,411,male,35,44
2327,408,male,18,24
2328,408,male,18,24
2331,408,male,18,24
2333,408,male,25,34
2341,409,male,25,34
2355,409,male,11,17
2358,408,male,25,34
2360,408,male,25,34
2364,409,male,35,44
2416,410,male,1,4
2366,63,male,35,44
2368,63,male,35,44
2370,409,male,35,44
2371,409,male,18,24
2375,408,male,25,34
2378,408,male,35,44
2380,408,male,35,44
2383,408,male,25,34
2384,408,male,35,44
2418,408,male,35,44
2388,69,male,18,24
2389,63,male,25,34
2393,408,male,35,44
2396,412,male,18,24
2401,410,male,1,4
2402,408,male,25,34
2404,63,male,25,34
2407,69,male,25,34
2409,408,male,35,44
2410,408,male,35,44
2420,410,male,25,34
2430,63,male,35,44
2433,408,male,25,34
2435,408,male,35,44
2437,408,male,25,34
2438,412,male,35,44
2441,411,male,65,
2445,408,male,25,34
2446,408,male,35,44
2447,408,male,25,34
2448,408,male,25,34
2454,69,male,25,34
2455,408,male,25,34
2458,411,male,65,
2459,408,male,35,44
2464,408,male,25,34
2465,408,male,25,34
2466,408,male,45,54
2467,408,male,45,54
2468,408,male,35,44
2470,408,male,18,24
2471,408,male,45,54
2472,408,male,25,34
2473,408,male,45,54
2474,408,male,45,54
2476,69,male,35,44
2477,408,male,25,34
2479,408,male,45,54
2480,408,male,35,44
2481,408,male,18,24
2482,408,male,25,34
2484,408,male,25,34
2486,408,male,45,54
2487,408,male,25,34
2489,63,male,35,44
2491,63,male,45,54
2492,408,male,45,54
2494,63,male,65,
2497,63,male,25,34
2502,408,male,25,34
2503,408,male,25,34
2504,408,male,35,44
2505,408,male,25,34
2506,408,male,25,34
2507,408,male,25,34
2508,408,male,35,44
2509,408,male,45,54
2510,408,male,35,44
2511,408,male,35,44
2512,408,male,35,44
2513,408,male,35,44
2514,408,male,35,44
2515,408,male,35,44
2517,408,male,45,54
2518,408,male,35,44
2520,408,male,45,54
2521,408,male,35,44
2522,408,male,45,54
2523,408,male,35,44
2524,408,male,25,34
2525,408,male,35,44
2526,408,male,45,54
2527,408,male,45,54
2529,408,male,35,44
2528,408,male,25,34
2530,408,male,35,44
2531,408,male,35,44
2533,408,male,35,44
2534,408,male,35,44
2535,408,male,35,44
2537,408,male,35,44
2538,408,male,35,44
2539,408,male,35,44
2540,408,male,35,44
2541,408,male,25,34
2542,408,male,25,34
2544,408,male,35,44
2545,408,male,35,44
2546,408,male,25,34
2547,408,male,35,44
2550,408,male,35,44
2551,408,male,35,44
2553,408,male,35,44
2554,408,male,35,44
2555,408,male,35,44
2556,408,male,35,44
2557,408,male,35,44
2558,408,male,35,44
2559,408,male,35,44
2560,408,male,35,44
2561,408,male,35,44
2562,408,male,35,44
2563,408,male,25,34
2565,408,male,45,54
2566,408,male,35,44
2567,408,male,35,44
2569,408,male,35,44
2570,408,male,25,34
2571,408,male,35,44
2572,408,male,35,44
2573,408,male,35,44
2574,408,male,25,34
2575,408,male,35,44
2576,408,male,25,34
2577,410,male,1,4
2578,408,male,45,54
2579,408,male,35,44
2580,408,male,35,44
2581,409,male,45,54
2582,408,male,35,44
2583,408,male,25,34
2584,408,male,25,34
2585,408,male,35,44
2586,408,male,35,44
2587,408,male,35,44
2588,408,male,35,44
2589,408,male,55,64
2590,408,male,55,64
2591,408,male,35,44
2592,408,male,35,44
2593,408,male,25,34
2594,408,male,35,44
2595,408,male,35,44
2596,408,male,35,44
2597,408,male,35,44
2598,408,male,35,44
2599,408,male,35,44
2600,408,male,35,44
2601,408,male,25,34
2602,408,male,35,44
2603,408,male,35,44
2604,408,male,45,54
2605,408,male,35,44
2606,408,male,35,44
2607,408,male,55,64
2608,408,male,35,44
2609,408,male,35,44
2610,408,male,35,44
2611,408,male,35,44
2612,408,male,35,44
2614,408,male,45,54
2615,408,male,35,44
2616,408,male,35,44
2617,408,male,35,44
2618,408,male,35,44
2619,408,male,35,44
2622,409,male,25,34
2624,408,male,35,44
2625,408,male,35,44
2630,408,male,35,44
2636,408,male,45,54
2639,408,male,35,44
2640,408,male,35,44
2623,408,male,35,44
2626,408,male,45,54
2633,408,male,45,54
2634,408,male,55,64
2637,408,male,45,54
2641,408,male,35,44
2621,408,male,45,54
2632,408,male,35,44
2642,408,male,35,44
2635,408,male,35,44
2629,408,male,35,44
2643,408,male,35,44
2645,408,male,45,54
2646,408,male,35,44
2647,408,male,35,44
2649,408,male,25,34
2650,408,male,45,54
2651,408,male,35,44
2653,408,male,35,44
2654,408,male,35,44
2655,408,male,25,34
2656,408,male,35,44
2657,408,male,35,44
2660,408,male,45,54
2661,408,male,25,34
2662,408,male,35,44
2663,408,male,25,34
2665,408,male,45,54
2666,408,male,35,44
2667,408,male,35,44
2668,408,male,35,44
2669,408,male,45,54
2670,408,male,35,44
2671,408,male,35,44
2672,408,male,45,54
2673,408,male,45,54
2675,408,male,35,44
2676,408,male,35,44
2678,408,male,35,44
2679,408,male,45,54
2680,408,male,35,44
2681,408,male,35,44
2682,408,male,35,44
2683,408,male,35,44
2684,408,male,35,44
2685,408,male,25,34
2686,408,male,35,44
2688,408,male,35,44
2692,408,male,35,44
2693,408,male,45,54
2694,408,male,35,44
2695,408,male,25,34
2696,408,male,25,34
2699,408,male,25,34
2701,408,male,45,54
2702,408,male,35,44
2704,408,male,25,34
2705,408,male,55,64
2706,408,male,55,64
2708,408,male,45,54
2709,69,male,25,34
2710,69,male,25,34
2711,408,male,35,44
2712,408,male,35,44
2713,408,male,35,44
2714,408,male,35,44
2715,408,male,35,44
2716,408,male,45,54
2717,408,male,45,54
2718,408,male,35,44
2719,408,male,45,54
2720,408,male,35,44
2722,408,male,45,54
2723,408,male,35,44
2724,408,male,35,44
2725,410,male,5,10
2727,408,male,35,44
2728,408,male,45,54
2729,408,male,45,54
2730,408,male,35,44
2732,408,male,25,34
2746,69,male,18,24
2755,408,male,55,64
2731,408,male,25,34
2735,408,male,35,44
2736,408,male,35,44
2739,408,male,35,44
2743,408,male,45,54
2744,408,male,35,44
2748,408,male,35,44
2733,408,male,25,34
2737,408,male,55,64
2741,408,male,45,54
2747,408,male,35,44
2752,408,male,35,44
2753,408,male,35,44
2754,408,male,45,54
2756,408,male,35,44
2749,408,male,45,54
2751,408,male,45,54
2740,408,male,35,44
2745,408,male,35,44
2757,408,male,35,44
2758,408,male,35,44
2760,408,male,35,44
2761,408,male,35,44
2762,408,male,45,54
2763,408,male,35,44
2764,408,male,35,44
2765,408,male,25,34
2766,408,male,45,54
2767,408,male,55,64
2769,408,male,18,24
2771,408,male,35,44
2773,408,male,35,44
2774,408,male,35,44
2775,408,male,35,44
2776,408,male,35,44
2778,408,male,35,44
2779,408,male,35,44
2780,408,male,35,44
2781,408,male,45,54
2784,408,male,35,44
2785,408,male,25,34
2786,408,male,18,24
2787,408,male,35,44
2789,411,male,25,34
2792,408,male,45,54
2793,408,male,35,44
2795,408,male,18,24
2796,408,male,25,34
2798,408,male,25,34
2800,408,male,35,44
2802,408,male,45,54
2803,408,male,35,44
2806,408,male,18,24
2807,408,male,35,44
2808,408,male,35,44
2809,408,male,55,64
2811,408,male,35,44
2812,408,male,35,44
2816,408,male,35,44
2817,408,male,35,44
2821,408,male,25,34
2823,408,male,25,34
2824,408,male,25,34
2825,408,male,25,34
2826,408,male,25,34
2829,408,male,25,34
2830,408,male,55,64
2831,408,male,55,64
2832,408,male,55,64
2833,408,male,55,64
2835,408,male,25,34
2838,408,male,35,44
2839,408,male,35,44
2840,408,male,18,24
2841,408,male,35,44
2843,408,male,25,34
2851,408,male,25,34
2860,408,male,45,54
2867,408,male,18,24
2890,83,male,25,34
2892,408,male,25,34
2909,408,male,25,34
2916,408,male,25,34
2919,408,male,35,44
2844,408,male,25,34
2849,408,male,55,64
2852,408,male,55,64
2856,408,male,35,44
2862,408,male,35,44
2863,408,male,55,64
2868,408,male,55,64
2869,408,male,55,64
2878,408,male,35,44
2900,408,male,25,34
2845,408,male,25,34
2848,408,male,25,34
2864,408,male,18,24
2896,408,male,65,
2898,408,male,65,
2903,408,male,25,34
2911,408,male,35,44
2918,408,male,18,24
2847,408,male,65,
2850,408,male,25,34
2857,408,male,35,44
2861,408,male,18,24
2865,408,male,55,64
2870,408,male,55,64
2874,408,male,25,34
2879,408,male,35,44
2880,408,male,35,44
2881,408,male,35,44
2882,83,male,11,17
2895,408,male,65,
2908,408,male,25,34
2910,408,male,25,34
2913,408,male,45,54
2855,408,male,25,34
2871,69,male,55,64
2875,408,male,25,34
2876,408,male,35,44
2889,408,male,18,24
2897,408,male,65,
2922,408,male,18,24
2923,408,male,55,64
2928,408,male,35,44
2933,408,male,35,44
2934,408,male,35,44
2938,408,male,45,54
2939,408,male,35,44
2940,408,male,45,54
2943,83,male,5,10
2944,83,male,5,10
2945,408,male,35,44
2950,408,male,45,54
2951,408,male,35,44
2958,408,male,35,44
2961,408,male,45,54
2962,408,male,35,44
2963,408,male,25,34
2964,408,male,35,44
2965,408,male,45,54
2966,408,male,35,44
2971,408,male,25,34
2978,408,male,25,34
2979,83,male,55,64
2980,408,male,25,34
2981,408,male,18,24
2992,408,male,45,54
2994,408,male,35,44
2995,408,male,18,24
2997,408,male,35,44
2998,408,male,35,44
2999,408,male,35,44
3000,408,male,25,34
3001,408,male,35,44
3004,408,male,25,34
3005,408,male,25,34
3006,408,male,45,54
3007,408,male,18,24
3008,408,male,18,24
3011,408,male,25,34
3014,408,male,25,34
3016,408,male,35,44
3020,408,male,35,44
3023,408,male,25,34
3024,408,male,55,64
3025,408,male,45,54
3026,408,male,45,54
3028,408,male,55,64
3029,408,male,18,24
3031,408,male,45,54
3032,408,male,45,54
3033,408,male,55,64
3035,408,male,18,24
3037,408,male,25,34
3038,408,male,25,34
3040,408,male,25,34
3041,408,male,18,24
3054,408,male,25,34
3057,408,male,35,44
3061,408,male,25,34
3066,408,male,45,54
3069,408,male,45,54
3070,408,male,25,34
3071,408,male,45,54
3072,408,male,18,24
3073,408,male,18,24
3075,408,male,25,34
3078,63,male,25,34
3082,408,male,55,64
3084,408,male,25,34
3086,408,male,25,34
3088,408,male,18,24
3097,408,male,45,54
3090,408,male,25,34
3092,408,male,25,34
3099,408,male,45,54
3093,408,male,25,34
3096,408,male,45,54
3098,408,male,35,44
3101,408,male,55,64
3102,408,male,25,34
3103,408,male,25,34
3105,408,male,35,44
3107,408,male,45,54
3109,408,male,25,34
3121,408,male,55,64
3126,408,male,35,44
3130,408,male,35,44
3131,408,male,25,34
3132,408,male,18,24
3133,408,male,25,34
3134,408,male,35,44
3135,408,male,25,34
3136,408,male,18,24
3141,408,male,18,24
3142,408,male,55,64
3146,408,male,25,34
3147,408,male,18,24
3149,408,male,35,44
3150,408,male,18,24
3151,408,male,25,34
3152,408,male,25,34
3153,408,male,25,34
3154,408,male,18,24
3156,408,male,55,64
3158,408,male,35,44
3161,69,male,55,64
3164,408,male,25,34
3166,408,male,25,34
3168,408,male,18,24
3170,408,male,35,44
3174,408,male,25,34
3176,408,male,55,64
3177,408,male,18,24
3181,408,male,35,44
3184,408,male,18,24
3190,408,male,18,24
3195,408,male,25,34
3196,408,male,25,34
3188,408,male,18,24
3191,408,male,25,34
3204,408,male,25,34
3192,408,male,25,34
3194,408,male,25,34
3206,408,male,25,34
3198,408,male,25,34
3199,408,male,35,44
3211,408,male,35,44
3212,408,male,35,44
3200,408,male,35,44
3213,408,male,25,34
3217,408,male,65,
3218,408,male,65,
3219,408,male,25,34
3227,408,male,65,
3229,408,male,25,34
3232,408,male,18,24
3233,408,male,25,34
3234,408,male,35,44
3238,408,male,25,34
3239,408,male,35,44
3286,408,male,45,54
3243,408,male,45,54
3244,408,male,35,44
3245,408,male,45,54
3247,408,male,45,54
3248,408,male,25,34
3250,409,male,18,24
3251,408,male,65,
3260,408,male,25,34
3264,83,male,25,34
3266,408,male,45,54
3268,408,male,25,34
3269,408,male,35,44
3271,408,male,25,34
3276,408,male,25,34
3279,408,male,35,44
3280,408,male,25,34
3281,408,male,45,54
3282,408,male,18,24
3284,408,male,35,44
3285,408,male,25,34
3287,408,male,35,44
3288,408,male,25,34
3292,408,male,25,34
3294,408,male,55,64
3297,408,male,18,24
3298,408,male,25,34
3311,408,male,18,24
3316,408,male,25,34
3323,408,male,45,54
3325,408,male,45,54
3309,408,male,45,54
3313,408,male,25,34
3318,408,male,25,34
3322,408,male,55,64
3308,409,male,25,34
3330,408,male,55,64
3332,408,male,25,34
3333,408,male,25,34
3337,408,male,55,64
3339,69,male,35,44
3340,408,male,18,24
3341,408,male,18,24
3345,408,male,45,54
3349,408,male,25,34
3351,408,male,18,24
3352,409,male,18,24
3357,408,male,35,44
3359,408,male,18,24
3361,408,male,65,
3362,408,male,35,44
3363,408,male,25,34
3364,408,male,18,24
3365,408,male,45,54
3366,83,male,35,44
3368,408,male,45,54
3370,408,male,18,24
3371,408,male,35,44
3375,408,male,55,64
3378,69,male,0,1
3379,408,male,25,34
3382,408,male,35,44
3388,408,male,45,54
3389,69,male,45,54
3391,408,male,35,44
3395,408,male,25,34
3396,408,male,45,54
3404,408,male,35,44
3408,408,male,25,34
3411,408,male,18,24
3412,408,male,25,34
3413,408,male,18,24
3414,63,male,25,34
3417,408,male,25,34
3428,408,male,35,44
3431,408,male,18,24
3424,408,male,11,17
3435,69,male,11,17
3430,408,male,18,24
3439,408,male,45,54
3441,408,male,25,34
3444,408,male,55,64
3446,408,male,25,34
3447,408,male,45,54
3450,408,male,55,64
3451,408,male,55,64
3453,408,male,45,54
3454,408,male,45,54
3456,83,male,25,34
3457,408,male,45,54
3459,408,male,55,64
3465,408,male,25,34
3466,408,male,25,34
3467,408,male,25,34
3469,408,male,45,54
3471,408,male,18,24
3472,408,male,18,24
3475,408,male,35,44
3478,408,male,25,34
3479,408,male,45,54
3485,408,male,25,34
3489,408,male,35,44
3491,408,male,25,34
3492,408,male,35,44
3493,408,male,45,54
3494,408,male,45,54
3495,408,male,45,54
3498,408,male,18,24
3504,408,male,18,24
3505,408,male,18,24
3511,408,male,45,54
3512,408,male,45,54
3513,408,male,45,54
3515,63,male,25,34
3518,408,male,45,54
3519,83,male,35,44
3520,408,male,45,54
3523,408,male,35,44
3527,408,male,25,34
3529,408,male,25,34
3532,408,male,25,34
3537,408,male,45,54
3540,408,male,25,34
3542,408,male,18,24
3543,408,male,45,54
3545,408,male,25,34
3546,408,male,55,64
3547,408,male,18,24
3548,408,male,45,54
3549,408,male,18,24
3552,408,male,25,34
3554,408,male,45,54
3556,408,male,25,34
3557,408,male,45,54
3559,408,male,55,64
3560,408,male,25,34
3561,408,male,35,44
3566,408,male,25,34
3567,408,male,35,44
3570,408,male,45,54
3572,408,male,45,54
3573,408,male,45,54
3575,408,male,55,64
3578,408,male,35,44
3579,408,male,45,54
3580,408,male,11,17
3581,408,male,45,54
3583,408,male,25,34
3584,408,male,45,54
3585,408,male,65,
3586,408,male,25,34
3587,408,male,45,54
3588,408,male,25,34
3591,408,male,35,44
3592,408,male,25,34
3593,408,male,18,24
3594,408,male,18,24
3596,408,male,25,34
3599,408,male,25,34
3600,408,male,35,44
3601,408,male,35,44
3602,408,male,25,34
3603,408,male,18,24
3604,408,male,25,34
3605,408,male,25,34
3607,408,male,18,24
3608,408,male,35,44
3609,408,male,45,54
3610,408,male,25,34
3611,408,male,65,
3614,408,male,65,
3615,408,male,25,34
3617,408,male,25,34
3619,408,male,25,34
3620,408,male,35,44
3621,408,male,35,44
3622,408,male,25,34
3624,408,male,35,44
3625,408,male,35,44
3628,408,male,35,44
3629,83,male,18,24
3631,408,male,25,34
3632,408,male,25,34
3633,408,male,25,34
3635,408,male,35,44
3636,408,male,35,44
3638,408,male,25,34
3639,408,male,25,34
3643,408,male,18,24
3646,408,male,35,44
3648,408,male,18,24
3651,408,male,35,44
3652,408,male,55,64
3653,408,male,55,64
3657,408,male,18,24
3659,408,male,25,34
3661,408,male,45,54
3663,408,male,25,34
3664,411,male,55,64
3665,408,male,25,34
3666,408,male,45,54
3667,408,male,45,54
3672,63,male,35,44
3677,408,male,55,64
3678,408,male,55,64
3679,408,male,18,24
3680,408,male,25,34
3681,408,male,18,24
3683,408,male,25,34
3688,408,male,25,34
3690,408,male,25,34
3691,408,male,25,34
3693,408,male,55,64
3694,408,male,45,54
3695,408,male,45,54
3696,408,male,45,54
3697,408,male,45,54
3698,408,male,55,64
3700,408,male,35,44
