Retailer,Product Name,Date and time,Indirect Sales
Amazon,Tile Mate - Key Finder. Phone Finder. Anything Finder - 1-pack,12/22/17 14:26,di
Amazon,Polaroid 2x3 inch Premium ZINK Photo Paper TWIN PACK (20 Sheets) - Compatible With Polaroid Snap Snap Touch Z2300 SocialMatic Instant Cameras & Zip,12/24/17 15:45,ndi
Amazon,GoPro HERO5 Black,8/6/17 19:14,di
Amazon,Polaroid Snap Instant Digital Camera (Purple) with ZINK Zero Ink Printing Technology,12/24/17 15:45,di
Amazon,Rand McNally 2017 Large Scale Road Atlas (Rand Mcnally Large Scale Road Atlas USA),8/11/16 6:37,ndi
Amazon,Brain Quest for Threes revised 4th edition: 300 Questions and Answers to Get a Smart Start,11/22/16 17:40,ndi
Amazon,Dogs and Their People: Photos and Stories of Life with a Four-Legged Love,12/6/16 19:54,ndi
Amazon,Around That Time: Horst at Home in Vogue,2/1/17 7:24,ndi
Amazon,Option B: Facing Adversity Building Resilience and Finding Joy,4/24/17 15:48,ndi
Amazon,The 101 Coolest Simple Science Experiments: Awesome Things To Do With Your Parents Babysitters and Other Adults,10/6/17 9:48,ndi
Amazon,The Octonauts Explore the Great Big Ocean,12/9/17 16:45,ndi
Amazon,Cabin Porn: Inspiration for Your Quiet Place Somewhere,12/16/17 0:22,ndi
Amazon,Color the Words of Jesus: A Christian Coloring Book: Modern Florals Cover with Calligraphy & Lettering Design: Colouring for Adults (Inspirational ...,12/18/17 13:26,ndi
Amazon,"The Plan: Eliminate the Surprising ""Healthy"" Foods That Are Making You Fat--and Lose Weight Fast (2014)",12/20/17 16:32,ndi
Amazon,Hamilton 2018 Wall Calendar,12/22/17 9:02,ndi
Amazon,Believe Me: A Memoir of Love Death and Jazz Chickens,12/22/17 9:02,ndi
Amazon,Charlotte's Web,12/22/17 15:03,ndi
Amazon,The Paris Wife,12/23/17 11:32,ndi
Amazon,A Week in Winter,12/25/17 9:28,ndi
Amazon,Coupons for Couples (Volume 1),2/11/18 8:06,ndi
Amazon,Hoodwinked Study Guide: Ten Myths Moms Believe and Why We All Need to Knock It Off,2/12/18 19:28,ndi
Amazon,Hoodwinked: Ten Myths Moms Believe and Why We All Need To Knock It Off,2/12/18 19:28,ndi
Amazon,Rick Steves Snapshot Sevilla Granada & Southern Spain,7/26/16 12:22,di
Amazon,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,8/30/16 7:30,di
Amazon,Good Night Stories for Rebel Girls,11/22/16 17:40,di
Amazon,The Wonderful Things You Will Be,12/6/16 19:54,di
Amazon,Where Chefs Eat: A Guide to Chefs' Favorite Restaurants (2015),12/13/16 15:53,di
Amazon,Goodnight Goodnight Construction Site,6/8/17 4:56,di
Amazon,Sleepy Bunny (Pat the Bunny Cloth Book),6/8/17 4:56,di
Amazon,The Pout-Pout Fish,10/22/17 17:12,di
Amazon,Manage Your Day-to-Day: Build Your Routine Find Your Focus and Sharpen Your Creative Mind (The 99U Book Series),12/3/17 4:32,di
Amazon,Algorithms to Live By: The Computer Science of Human Decisions,12/7/17 5:54,di
Amazon,Women in Science: 50 Fearless Pioneers Who Changed the World,12/19/17 11:09,di
Amazon,The Best of Harry Potter Coloring: Celebratory Edition (Harry Potter),12/20/17 16:35,di
Amazon,My Fuzzy Valentine (Sesame Street),1/19/18 12:25,di
Amazon,My Fuzzy Valentine (Sesame Street),1/22/18 6:19,di
Amazon,The Monocle Guide to Good Business,5/23/18 14:22,di
Amazon,Bobby Pin and Hair Clip Magnetic Holder: HairpinPal (Raspberry Mauve),12/7/16 19:26,ndi
Amazon,Soft 'N Style Hair Pins Bronze,12/7/16 19:26,ndi
Amazon,No Fog Shower Mirror with Rotating Locking Suction; Bonus Separate Razor Holder | Adjustable Arm for Easy Positioning | Best Personal Mirror for Shav,11/26/17 18:46,ndi
Amazon,Vetelli Leo Leather Toiletry Bag for Men - Dopp Kit - Handmade for Traveling Vacations and Adventures. The ultimate gift and travel accessory.,2/11/18 8:13,ndi
Amazon,InnoGear 500ml Aromatherapy Essential Oil Diffuser Cool Mist Humidifier Waterless Auto Shut-off with 4 Timers and 7 LED Color Changing Lights,4/17/18 23:50,ndi
Amazon,Essential Oil DiffuserXPLUS 300ml Aroma Diffuser Aromatherapy Ultrasonic Cool Mist Humidifier with Color LED Lights Changing for Baby Office Home Bed,12/21/17 14:07,ndi
Amazon,8 USA Made Vegan Bath Bombs Kit - Gift Set Ideas - Gifts For Women Mom Girls Teens Her - Ultra Lush Spa Fizzies - Best Gift Ideas - Add to Bath Bu,12/10/17 11:35,di
Amazon,This Works Deep Sleep Pillow Spray 75ml,12/22/17 16:13,di
Amazon,This Works deep sleep bath soak 200g,5/7/18 6:26,di
Amazon,Bath Bombs Gift Set - GAEA MIRACLE Handmade SPA Bombs Fizzing with Organic and Natural Ingredients-Soothe 6 x 4 oz Dry Skin Relaxation-A Great Gift fo,12/3/17 4:32,di
Amazon,Munchkin Formula Dispenser Combo Pack Blue - 2 Sets,12/6/16 19:54,ndi
Amazon,Skip Hop Baby Bandana Buddies Multi-Sensory Soft Plush Toy Monkey,12/6/16 19:54,ndi
Amazon,21 mm 2xOne-Piece Small Breastshield w/ Valve and Membrane for Medela Breast Pumps; Replacement to Medela PersonalFit 21 Breastshield and Personal Fit,3/19/17 12:23,ndi
Amazon,Lansinoh Breastmilk Storage Bottles 4 Count BPA Free and BPS Free,4/24/17 15:48,ndi
Amazon,Wooden Baby Hair Brush Set with Natural Goat Hair Bristles ~ Helps Prevent Cradle Cap ~ Best Baby Shower and Registry Gift ~ Supports Charity,4/24/17 15:48,ndi
Amazon,Lansinoh Breastmilk Storage Bottles 4 Count BPA Free and BPS Free,4/25/17 5:47,ndi
Amazon,Nenesupply Generic Backflow Protector Compatible with Spectra S2 Spectra S1 and 9 Plus Breastpump Not Original Spectra Backflow Protector and Spectra,4/25/17 5:47,ndi
Amazon,Brica Infant Comfort Canopy Car Seat Cover,5/19/17 16:00,ndi
Amazon,Lansinoh mOmma Breastmilk Feeding Bottle with NaturalWave Nipple 8 Ounce 3 Count BPA Free and BPS Free,5/31/17 16:05,ndi
Amazon,Dr. Brown's Original Nipple Level 3 (6m+) 6-Pack,6/2/17 11:44,ndi
Amazon,Safety Baby Magnetic Cabinet Locks - No Tools Needed (8 Locks + 2 Keys),9/16/17 17:53,ndi
Amazon,Linkax Baby Magnetic Locks Safety Cabinet Locks Child Magnet Drawer & Door Locks Set for Home Safety No Drilling (10 Locks + 2 Keys),9/24/17 14:16,ndi
Amazon,Infantino Squeeze Pouches 4-Fl Oz50 count,10/22/17 17:12,ndi
Amazon,ZOE Umbrella XL1 Single Stroller DELUXE - Black,11/8/17 19:22,ndi
Amazon,CoCaLo Mix & Match Patchwork Fur Blanket Silver,11/9/17 19:42,ndi
Amazon,ezpz Mini Mat - One-piece silicone placemat + plate (Lime) One Size,12/18/17 7:06,ndi
Amazon,mifold Grab-and-Go Booster Seat and Carry Bag Slate/Grey,2/1/18 13:15,ndi
Amazon,Dr. Brown's Infant-to-Toddler Toothbrush Set 1.4 Ounce Pink,2/20/18 16:10,ndi
Amazon,Mr. Bubble Foam Soap 2-Pack,11/22/16 17:40,ndi
Amazon,Munchkin White Hot Inflatable Duck Tub,12/7/17 5:54,ndi
Amazon,bloom BABY Sensitive Skin Unscented Hypoallergenic Baby Wipes 640-Count,5/8/18 11:02,ndi
Amazon,Boon Pipes Water Pipes Bath Toy,11/22/16 17:40,di
Amazon,Miffy Baby Cards by Milestone Capture your baby's first year together with Miffy! Add a card to your baby pictures. The Perfect Baby Shower Gift,2/2/17 15:56,di
Amazon,Gerber 5 Count Heavyweight Gauze Prefold White,3/13/17 13:30,di
Amazon,Baby Banana Infant Training Toothbrush and Teether Yellow,5/31/17 16:05,di
Amazon,Vulli Sophie la Girafe,7/11/17 5:03,di
Amazon,Boon Marco Light-Up Bath Toy,9/5/17 18:17,di
Amazon,"World of Eric Carle The Very Hungry Caterpillar ""Numbers Bath Book""",9/5/17 18:17,di
Amazon,Boon Building Bath Pipes Toy Set Set of 5,9/5/17 18:17,di
Amazon,Baby Banana Infant Training Toothbrush and Teether Yellow,9/24/17 14:16,di
Amazon,Boon Building Bath Pipes Toy Set Set of 5,10/6/17 9:44,di
Amazon,Boon Building Bath Pipes Toy Set Set of 5,10/19/17 11:23,di
Amazon,Boon Marco Light-Up Bath Toy,12/10/17 9:45,di
Amazon,Vulli Sophie The Giraffe New Box Polka Dots,1/22/18 6:19,di
Amazon,Dr. Brown's Infant-to-Toddler ToothbrushBlue,2/26/18 19:19,di
Amazon,SugarBooger Zippee Lunch Tote Flamingo,2/26/18 19:19,di
Amazon,Koldfront 18 Bottle Free Standing Dual Zone Wine Cooler - Black and Stainless Steel,11/18/16 16:44,ndi
Artifact Uprising,n/a,12/8/17 15:45,
Artifact Uprising,n/a,11/29/17 6:35,
Artifact Uprising,n/a,11/16/17 21:41,
Artifact Uprising,n/a,10/18/17 21:00,
Artifact Uprising,n/a,9/19/17 19:32,
Artifact Uprising,n/a,8/27/17 19:00,
Artifact Uprising,n/a,8/19/17 12:56,
Artifact Uprising,n/a,8/9/17 20:25,
Artifact Uprising,n/a,4/5/17 20:47,
Artifact Uprising,n/a,2/10/18 21:11,
Artifact Uprising,n/a,1/29/18 12:28,
Artifact Uprising,n/a,1/24/18 18:16,
Artifact Uprising,n/a,1/17/18 12:39,
Backcountry.com,New Customer Offer – Get 15% Off Your First Purchase With Code: NEWCUSTOMER15 at Backcountry.com!,12/19/17,
Backcountry.com,Backcountry Outlet,12/19/17,
Backcountry.com,Backcountry Outlet,5/26/18,
Backcountry.com,Backcountry Outlet,4/17/18,
Backcountry.com,Backcountry Outlet,3/22/18,
Backcountry.com,Backcountry Outlet,3/18/18,
Backcountry.com,Backcountry Outlet,1/17/18,
Backcountry.com,Backcountry Outlet,1/16/18,
Backcountry.com,Backcountry Outlet,2/9/18,
Backcountry.com,Backcountry Outlet,3/14/18,
Barneys New York,NL_070717,5/26/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,4/20/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,3/16/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,3/14/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,2/9/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,1/16/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,4/15/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,3/17/18,
Birchbox,Get the new $10 BirchboxMan Monthly Subscription!,5/26/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/14/18,
Bloomingdale's,Father’s Day Sale! Save up to 70% on a great selection of men’s styles at Bloomingdales.com. Offer valid June 14-19.,6/16/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/21/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/18/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/14/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/12/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/10/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/7/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/5/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",11/27/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",11/19/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",11/18/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",6/6/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",6/2/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",6/1/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/29/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/22/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/21/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/14/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/10/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/2/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/1/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/27/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/26/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/18/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/16/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/15/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/7/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/5/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/3/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/2/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/22/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/13/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/26/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/25/18,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,10/27/16,
Bloomingdale's,"Your chance to win a trip to Florence with Vietri (valued at $10,000)! Open a qualifying registry at Bloomingdales.com by June 30 for a chance to win a 5-day stay in Florence, Italy. Plus, qualifying registries receive a set of 4 hostess plates.",7/18/16,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,6/21/16,
Bloomingdale's,"Your chance to win a trip to Florence with Vietri (valued at $10,000)! Open a qualifying registry at Bloomingdales.com by June 30 for a chance to win a 5-day stay in Florence, Italy. Plus, qualifying registries receive a set of 4 hostess plates.",6/21/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",11/23/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",6/7/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",6/3/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/16/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/13/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/30/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/21/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/20/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/5/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/28/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/10/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/12/18,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,12/3/16,
Bloomingdale's,"Take 20% off when you spend $200-299.99, 25% off when you spend $300-499.99 OR 30% off when you spend $500+ on select items at Bloomingdales.com! Offer valid June 1-2.",6/24/16,
Bloomingdale's,"Take 20% off when you spend $200-299.99, 25% off when you spend $300-499.99 OR 30% off when you spend $500+ on select items at Bloomingdales.com! Offer valid June 1-2.",6/17/16,
Bloomingdale's,"Your chance to win a trip to Florence with Vietri (valued at $10,000)! Open a qualifying registry at Bloomingdales.com by June 30 for a chance to win a 5-day stay in Florence, Italy. Plus, qualifying registries receive a set of 4 hostess plates.",6/17/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/11/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/8/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/22/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/11/18,
Bloomingdale's,"Your chance to win a trip to Florence with Vietri (valued at $10,000)! Open a qualifying registry at Bloomingdales.com by June 30 for a chance to win a 5-day stay in Florence, Italy. Plus, qualifying registries receive a set of 4 hostess plates.",6/15/16,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,6/13/16,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,6/12/16,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,6/10/16,
Bloomingdale's,"Take 20% off when you spend $200-299.99, 25% off when you spend $300-499.99 OR 30% off when you spend $500+ on select items at Bloomingdales.com! Offer valid June 1-2.",6/5/16,
Bloomingdale's,"Shop Bloomingdales.com! Discover top brands and designer clothing, shoes, handbags, home furnishings & more.",5/17/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/11/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/15/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/27/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/31/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",12/13/17,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/19/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/17/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/16/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/2/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/27/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/23/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/17/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/10/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/11/18,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,6/11/16,
Bloomingdale's,Beyond Perfecting Foundation + Concealer - only $27!,5/17/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/8/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/29/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/1/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/12/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/18/18,
Bloomingdale's,Father’s Day Sale! Save up to 70% on a great selection of men’s styles at Bloomingdales.com. Offer valid June 14-19.,6/15/16,
Bloomingdale's,"Take 20% off when you spend $200-299.99, 25% off when you spend $300-499.99 OR 30% off when you spend $500+ on select items at Bloomingdales.com! Offer valid June 1-2.",5/29/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",1/16/18,
Bloomingdale's,"Your chance to win a trip to Florence with Vietri (valued at $10,000)! Open a qualifying registry at Bloomingdales.com by June 30 for a chance to win a 5-day stay in Florence, Italy. Plus, qualifying registries receive a set of 4 hostess plates.",6/2/16,
Bloomingdale's,"Take 20% off when you spend $200-299.99, 25% off when you spend $300-499.99 OR 30% off when you spend $500+ on select items at Bloomingdales.com! Offer valid June 1-2.",5/27/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/10/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/5/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",3/14/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/9/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/17/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",5/26/18,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",4/16/18,
Bloomingdale's,"Take 20% off when you spend $200-299.99, 25% off when you spend $300-499.99 OR 30% off when you spend $500+ on select items at Bloomingdales.com! Offer valid June 1-2.",6/1/16,
Bloomingdale's,Receive a Roll-Up Travel Bag and choose eight amazing samples with your purchase of $100 or more in Men’s fragrances at Bloomingdales.com!,6/5/16,
Bloomingdale's,Father’s Day Sale! Save up to 70% on a great selection of men’s styles at Bloomingdales.com. Offer valid June 14-19.,6/17/16,
Bloomingdale's,"Shop All-Clad at Bloomingdales.com! Premium quality, expertly-crafted kitchenware that lasts a lifetime.",2/15/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,4/20/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,3/18/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,2/9/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,1/18/18,
Boll & Branch,"Feel The Irresistible Comfort of 100% Organic Cotton Flannel Pillowcases at Boll & Branch! Beware, you May Never Leave Your Bed! Buy Now!",1/18/18,
Boll & Branch,"Feel The Irresistible Comfort of 100% Organic Cotton Flannel Pillowcases at Boll & Branch! Beware, you May Never Leave Your Bed! Buy Now!",1/16/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,5/26/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,3/14/18,
Boll & Branch,Soak up the sun in pure organic cotton with beach towels from Boll & Branch. ,4/17/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,5/26/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,5/12/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,4/10/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,4/6/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,3/16/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,3/14/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,3/8/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,2/9/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,2/5/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,1/25/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,1/16/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,1/11/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,4/16/18,
Dean and DeLuca,Crostinis and Toasts Collection specially priced at 46.50 ($59.00 Value) at Dean & DeLuca. Shop Now!,3/17/18,
Dean and DeLuca,Thanksgiving_160x600,5/17/16,
Drizly,DRIZLYFIVE,6/7/18,
Drizly,DRIZLYFIVE,5/29/18,
Drizly,DRIZLYFIVE,5/13/18,
